EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,
2270,Dylan,Livingston,16-Apr-19,31-Jul-21,IT Support,David Rose PhD,dylan.livingston@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Resignation,Significant issue rich air race.,IT/IS,Project Management - Con,19-09-1952,MA,Manager,Female,93829,Asian,Single,Fully Meets,4,high
1740,Lei-Ming,Nguyen,17-Mar-20,02-Aug-21,Production Technician I,Madeline Baker,lei-ming.nguyen@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Voluntary,This win treat they kid simple.,Production       ,General - Con,03-04-1963,MA,Laborer,Female,2132,Other,Married,Fully Meets,3,medium
3688,Brynn,Harding,04-May-19,03-Aug-21,Production Technician I,Kathleen Clark,brynn.harding@bilearner.com,SVG,Future Start,Contract,Zone B,Full-Time,Involuntary,Matter man skill produce poor.,Production       ,Wireline Construction,19-09-1951,MA,Manager,Female,42113,Asian,Divorced,Exceeds,3,medium
3834,Monique,Pierce,10-May-19,05-Aug-21,Network Engineer,Gregory Coleman,monique.pierce@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Involuntary,Participant candidate wonder growth agree.,Executive Office,Field Operations,11-07-1961,MA,Technician,Male,40039,Hispanic,Married,Fully Meets,3,medium
1194,Gabrielle,Hardy,14-Jan-19,06-Aug-21,Production Technician I,Christopher Levy,gabrielle.hardy@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Tonight answer benefit second commercial law.,Production       ,Field Operations,08-03-1953,MA,Foreman,Male,5779,Asian,Widowed,Fully Meets,3,medium
1920,Darius,Duke,26-Jan-21,06-Aug-21,Production Technician I,Mary Morgan,darius.duke@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Retirement,Avoid song interview them class.,Production       ,Field Operations,03-08-1948,MA,Tower Hand,Female,81226,Hispanic,Widowed,Fully Meets,3,medium
3842,Kyla,Durham,20-Aug-20,11-Aug-21,Enterprise Architect,Clayton Robertson,kyla.durham@bilearner.com,SVG,Leave of Absence,Part-Time,Zone B,Part-Time,Involuntary,Visit lawyer interesting.,IT/IS,Aerial,19-07-1951,MA,Lineman,Female,40402,White,Divorced,Fully Meets,3,medium
2681,Jaime,Greer,16-Jun-20,13-Aug-21,Area Sales Manager,Hannah Rose,jaime.greer@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Involuntary,Region hit sense national about.,Sales,Field Operations,04-02-1984,ID,Technician,Male,47652,Black,Married,Fully Meets,1,very low
3196,Karley,Michael,28-Nov-18,14-Aug-21,Production Technician I,James Hawkins,karley.michael@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Involuntary,Summer might develop TV magazine down.,Production       ,Engineers,12-11-1974,MA,Project Manager,Female,60139,Other,Divorced,Fully Meets,2,low
3999,Reuben,Davila,17-Apr-19,17-Aug-21,Database Administrator,John Henderson,reuben.davila@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone B,Full-Time,Involuntary,Ball when check interview score manager.,IT/IS,Engineers,01-02-1943,TX,Engineer,Male,13760,Asian,Single,Exceeds,3,medium
1867,Mauricio,Buchanan,09-Jan-21,17-Aug-21,Production Technician I,Natalie Roman,mauricio.buchanan@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Involuntary,Apply must visit street.,Production       ,Engineers,01-11-1942,MA,Technician,Male,25698,Asian,Divorced,Needs Improvement,3,medium
2323,Aubree,Villanueva,21-Apr-21,17-Aug-21,Production Manager,Sheila Roberts MD,aubree.villanueva@bilearner.com,PL,Active,Part-Time,Zone C,Temporary,Retirement,Fill outside then discuss table.,Production       ,Project Management - Con,05-07-1959,MA,Manager,Female,35263,Asian,Divorced,Fully Meets,5,very high
3115,Braiden,Kirby,12-Jul-21,17-Aug-21,Production Technician II,Paul Brewer,braiden.kirby@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Voluntary,Decide statement future ball.,Production       ,Project Management - Con,01-01-1964,MA,Supervisor,Female,10137,Hispanic,Divorced,Fully Meets,4,high
2222,Caiden,Lam,21-Jul-20,18-Aug-21,IT Support,Scott Thomas,caiden.lam@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Resignation,End trouble tonight amount page reach debate.,IT/IS,Wireline Construction,17-07-1998,MA,Laborer,Female,77955,Hispanic,Widowed,Exceeds,4,high
1845,Amanda,Lambert,05-Mar-20,22-Aug-21,Production Technician I,Matthew Ramirez,amanda.lambert@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Voluntary,Force leader remain machine place.,Production       ,Aerial,23-12-1941,MA,Laborer,Female,78947,Black,Single,Needs Improvement,3,medium
3878,Carter,Cook,08-Sep-18,23-Aug-21,Network Engineer,Michael Morton,carter.cook@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Voluntary,Hot star town often onto although cultural.,Executive Office,Engineers,18-02-1967,MA,Engineer,Male,69536,Other,Divorced,Fully Meets,3,medium
1321,William,LaRotonda,27-May-21,24-Aug-21,Accountant I,Adrienne Roth,william.larotonda@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Involuntary,Actually scene law break four summer ability.,Admin Offices,Project Management - Con,16-03-1958,MA,Vp,Male,1460,Black,Single,Fully Meets,3,medium
2667,Marisol,Alvarez,03-Oct-19,25-Aug-21,Administrative Assistant,Joshua Brown,marisol.alvarez@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Retirement,Environment state tax sound stop group doctor.,Sales,Billable Consultants,08-10-1965,WA,Engineer,Female,9760,Other,Widowed,Fully Meets,2,low
3899,Eugene,Pena,07-Mar-21,31-Aug-21,Sr. Network Engineer,Ruben Cook,eugene.pena@bilearner.com,BPC,Leave of Absence,Contract,Zone B,Part-Time,Resignation,Issue teacher page true relate. Fight out learn.,IT/IS,Engineers,22-06-1943,CT,Engineer,Female,88656,Other,Divorced,Fully Meets,3,medium
1217,Marques,Zimmerman,03-Dec-19,31-Aug-21,Production Technician I,Joshua Johns,marques.zimmerman@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,First choose again themselves thing however.,Production       ,Wireline Construction,17-07-1960,MA,Vp,Male,52300,Asian,Single,Fully Meets,3,medium
1963,Judy,Jung,14-Sep-20,31-Aug-21,Production Technician I,Tiffany Baker,judy.jung@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Expert wrong space Mrs popular kitchen small.,Production       ,General - Con,08-05-1972,MA,Technician,Female,2446,Other,Married,Fully Meets,3,medium
3966,Konner,Villegas,19-Oct-18,04-Sep-21,Software Engineer,Ruth Myers,konner.villegas@bilearner.com,NEL,Future Start,Contract,Zone A,Part-Time,Voluntary,Tree six high notice after news.,Software Engineering,Field Operations,28-04-1978,MA,Laborer,Female,5707,Black,Single,Fully Meets,3,medium
2293,David,Stanley,15-Jun-20,05-Sep-21,Production Manager,Richard Collins,david.stanley@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Involuntary,Health more majority think sister.,Production       ,Field Operations,01-04-1998,MA,Laborer,Male,1803,Other,Single,Fully Meets,2,low
1409,Catherine,Ybarra,11-Mar-19,06-Sep-21,Production Technician I,Amanda Perez,catherine.ybarra@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,On sport growth now general.,Production       ,General - Con,02-04-1981,MA,Technician,Female,2458,Other,Widowed,Exceeds,3,medium
1521,Chaim,Patrick,08-Dec-20,07-Sep-21,Production Technician I,Jackie Poole,chaim.patrick@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Voluntary,Material agency modern degree general.,Production       ,Wireline Construction,15-04-1990,MA,Groundman,Male,16162,Black,Single,Needs Improvement,3,medium
2094,Eli,Flores,16-Jun-19,07-Sep-21,Production Technician II,Andrew Norton,eli.flores@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Involuntary,Same manage return husband try general.,Production       ,Field Operations,12-01-1964,MA,Groundman,Female,67210,Black,Married,Fully Meets,3,medium
3364,Marisa,Frank,05-Mar-21,07-Sep-21,Production Technician II,Courtney Chambers,marisa.frank@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Retirement,Court catch management cold total among.,Production       ,Engineers,05-06-1960,MA,Technician,Female,42754,Hispanic,Single,Exceeds,3,medium
3895,Myah,Marsh,23-Feb-20,08-Sep-21,IT Support,Kelly Hall,myah.marsh@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Right hold rule similar yeah later floor.,IT/IS,Splicing,16-05-1943,MA,Tester,Female,3137,Other,Single,Fully Meets,3,medium
2485,Alex,Sweetwater,04-Mar-20,08-Sep-21,Software Engineering Manager,Regina Becker,alex.sweetwater@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,Retirement,Price card crime. Beautiful travel world treat.,Software Engineering,Wireless,25-10-1945,MA,Supervisor,Male,2184,White,Widowed,Fully Meets,4,high
1153,Davis,Roberts,14-Apr-20,10-Sep-21,Production Technician I,Brian Hudson,davis.roberts@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Resignation,Ok though floor sense want future.,Production       ,Field Operations,20-10-1941,MA,Laborer,Female,87428,Asian,Divorced,Fully Meets,3,medium
2821,Marin,Mosley,08-Sep-19,10-Sep-21,Production Technician I,Alfred Sanders,marin.mosley@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Retirement,Medical painting rich whole here.,Production       ,Field Operations,22-09-1998,MA,Technician,Male,36681,Hispanic,Single,Fully Meets,2,low
2970,Shenice,Gold,16-Sep-20,10-Sep-21,Production Technician I,Jennifer Munoz,shenice.gold@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Voluntary,Control head ground agreement check ever.,Production       ,General - Con,30-04-1982,MA,Clerk,Female,2451,Hispanic,Widowed,Fully Meets,5,very high
3897,Jenna,Maddox,25-Mar-19,13-Sep-21,Sr. Network Engineer,Hector Singleton,jenna.maddox@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Retirement,All machine best age ask court.,IT/IS,Aerial,31-03-1956,CT,Project Manager,Female,84396,Black,Married,Fully Meets,3,medium
2875,Harley,Walker,25-Dec-20,13-Sep-21,Production Technician I,Wanda Murray,harley.walker@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Involuntary,Keep many else little argue full the.,Production       ,General - Con,03-06-1981,MA,Administrative,Female,60773,Black,Divorced,Fully Meets,4,high
3780,Jessie,Smith,09-May-20,14-Sep-21,Production Technician I,Samantha Roberts,jessie.smith@bilearner.com,PL,Future Start,Part-Time,Zone C,Part-Time,Retirement,Everything look could economy PM fast.,Production       ,General - Con,16-11-1945,MA,Technician,Female,36882,Black,Widowed,Fully Meets,3,medium
1316,Janet,King,20-Jan-19,15-Sep-21,President & CEO,Michael West,janet.king@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Involuntary,Upon writer black.,Executive Office,Aerial,24-10-1955,MA,Foreman,Female,1902,Asian,Single,Fully Meets,3,medium
2393,Rhett,Holmes,05-Dec-18,15-Sep-21,Production Manager,Michael Morse,rhett.holmes@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Involuntary,Line believe write might anything yet.,Production       ,Engineers,04-09-1993,MA,Engineer,Female,79531,Other,Widowed,Fully Meets,5,very high
3462,Aliana,Nolan,13-Sep-18,17-Sep-21,Area Sales Manager,Brianna Mathews,aliana.nolan@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Involuntary,Yourself book budget product.,Sales,Field Operations,09-08-1942,CO,Coordinator,Male,27270,Hispanic,Divorced,Needs Improvement,3,medium
3205,Roxana,Goyal,13-Aug-20,17-Sep-21,Production Technician I,Roy Bradshaw,roxana.goyal@bilearner.com,TNS,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Notice strong involve music fact door move.,Production       ,Aerial,02-02-1988,MA,Lineman,Female,1864,Asian,Married,Fully Meets,4,high
3726,Averi,Stevenson,13-Jul-20,18-Sep-21,Production Technician I,Sandra Richardson,averi.stevenson@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Voluntary,Great like sea behind stock drop debate such.,Production       ,General - Con,25-07-1995,MA,Lineman,Female,36688,Other,Married,Fully Meets,4,high
2847,Mallory,Carey,19-Feb-21,18-Sep-21,Production Technician II,Jessica Saunders,mallory.carey@bilearner.com,CCDR,Future Start,Part-Time,Zone C,Full-Time,Involuntary,Oil at Mr hotel. Same recently leg officer.,Production       ,Underground,26-06-1966,MA,Laborer,Female,81717,Black,Married,Fully Meets,2,low
3065,Anna,Salazar,21-Apr-21,21-Sep-21,Production Technician I,Thomas Jackson,anna.salazar@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Resignation,Scientist up policy save I.,Production       ,Field Operations,07-10-1976,MA,Tower Hand,Female,15364,Black,Divorced,Fully Meets,4,high
3392,Dakota,Lowery,18-Nov-19,22-Sep-21,Production Technician II,Sean Walsh,dakota.lowery@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Voluntary,Keep particular pass understand set.,Production       ,General - Con,29-02-1988,MA,Technician,Female,14864,Other,Single,Fully Meets,2,low
1328,Skyler,Robles,29-Feb-20,23-Sep-21,Sr. Network Engineer,Robert Sawyer,skyler.robles@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Voluntary,Draw interest over. Vote late marriage kind.,IT/IS,Executive,24-12-1975,MA,Vp,Male,66733,Asian,Single,Fully Meets,3,medium
1619,Micheal,Drake,01-Jan-19,23-Sep-21,Production Technician I,Tammie Brown,micheal.drake@bilearner.com,SVG,Leave of Absence,Part-Time,Zone B,Full-Time,Retirement,Letter happen cut.,Production       ,General - Con,08-08-1964,MA,Foreman,Female,95591,Black,Widowed,Needs Improvement,3,medium
3909,Rebecca,Park,01-Aug-21,24-Sep-21,IT Support,April Anderson MD,rebecca.park@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Resignation,Expect maintain knowledge thus.,IT/IS,General - Eng,26-05-1944,MA,Administrative,Female,58900,Other,Married,Needs Improvement,3,medium
2771,Tia,Potter,08-Jul-20,24-Sep-21,Production Technician I,Tonya Moreno,tia.potter@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone A,Temporary,Retirement,Talk into between trip final.,Production       ,Wireline Construction,10-03-1950,MA,Laborer,Male,37659,Other,Divorced,Fully Meets,5,very high
3852,Dante,Wyatt,01-Mar-19,25-Sep-21,Principal Data Architect,Dr. Eric Henderson,dante.wyatt@bilearner.com,PL,Leave of Absence,Part-Time,Zone A,Temporary,Retirement,Modern fight pattern.,IT/IS,Field Operations,10-09-1987,CT,Laborer,Female,34011,White,Widowed,PIP,3,medium
1007,Edward,TRUE,25-Oct-20,26-Sep-21,Software Engineer,Raymond Adams,edward.true@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Recently however meeting economic.,Software Engineering,General - Con,18-03-2000,MA,Lineman,Male,2451,Black,Widowed,Fully Meets,3,medium
1597,John,Bentley,23-Nov-18,27-Sep-21,Production Technician I,Lynn Lewis,john.bentley@bilearner.com,SVG,Future Start,Part-Time,Zone C,Temporary,Voluntary,Few as next east face window fight admit.,Production       ,Project Management - Con,23-02-1998,MA,Coordinator,Female,75959,White,Married,Exceeds,3,medium
3094,Jordin,Alexander,15-Jul-21,29-Sep-21,Production Technician II,Joshua Foster,jordin.alexander@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Voluntary,Improve himself side.,Production       ,Engineers,18-10-1963,MA,Engineer,Female,84169,Other,Widowed,Fully Meets,1,very low
2260,Rocco,Vaughan,17-Jan-20,30-Sep-21,IT Support,Victor Armstrong,rocco.vaughan@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Voluntary,Stay moment go try. Trouble morning skin join.,IT/IS,Engineers,21-10-1992,MA,Billing,Female,17501,Hispanic,Widowed,Fully Meets,1,very low
3461,Lincoln,Compton,18-Jul-19,01-Oct-21,Area Sales Manager,Tammy Conner,lincoln.compton@bilearner.com,EW,Future Start,Full-Time,Zone C,Part-Time,Resignation,Base scene central unit per argue. Might last of.,Sales,General - Con,29-12-1997,CO,Foreman,Male,78046,Hispanic,Married,Needs Improvement,1,very low
1539,Aimee,Santana,28-Dec-20,01-Oct-21,Production Technician II,Luke Bright,aimee.santana@bilearner.com,PYZ,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Voluntary,Treatment become trade enough improve.,Production       ,Project Management - Con,02-03-1961,MA,Laborer,Male,79458,Hispanic,Widowed,Fully Meets,3,medium
2255,Gabrielle,Mercer,15-Sep-20,01-Oct-21,IT Support,Jose Jordan,gabrielle.mercer@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Involuntary,This focus strategy behind among this.,IT/IS,Wireline Construction,16-07-1990,MA,Lineman,Female,67812,Hispanic,Single,Fully Meets,2,low
1234,Ronin,Mclaughlin,18-Oct-19,03-Oct-21,Production Technician II,Claudia Atkinson,ronin.mclaughlin@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Learn whatever million.,Production       ,Sales & Marketing,19-06-1947,MA,Director,Female,25148,Black,Divorced,Fully Meets,3,medium
2680,Jasmine,Rogers,25-Dec-20,04-Oct-21,Area Sales Manager,Joseph Rivas,jasmine.rogers@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Involuntary,Smile most around.,Sales,Billable Consultants,24-01-1948,ID,Engineer,Male,30228,Black,Single,Fully Meets,2,low
1253,Juliette,Morton,13-Jul-20,06-Oct-21,Production Manager,Thomas Baker,juliette.morton@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Retirement,Necessary account office.,Production       ,Project Management - Con,15-05-1971,MA,Engineer,Female,17844,Asian,Divorced,Fully Meets,3,medium
2173,Charlize,Wong,14-Aug-21,08-Oct-21,Production Technician I,Ryan Armstrong,charlize.wong@bilearner.com,SVG,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Others pull establish maintain dark at.,Production       ,Engineers,04-10-1987,MA,Engineer,Female,6115,Asian,Divorced,Exceeds,3,medium
3053,Dayana,Gregory,26-Mar-20,08-Oct-21,Production Technician II,Rodney Burch,dayana.gregory@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Chance summer fear usually.,Production       ,General - Con,04-01-1958,MA,Lineman,Female,34734,Asian,Widowed,Fully Meets,2,low
1297,Chase,Lloyd,24-May-19,09-Oct-21,Production Technician II,Cindy Smith,chase.lloyd@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Resignation,Suffer phone son property money.,Production       ,Isp,08-08-1968,MA,Technician,Female,46980,Other,Married,Fully Meets,3,medium
2737,Darian,Hansen,20-Aug-21,09-Oct-21,Area Sales Manager,Victoria Padilla,darian.hansen@bilearner.com,CCDR,Active,Full-Time,Zone C,Temporary,Retirement,Music society money product next.,Sales,General - Con,26-05-1972,UT,Technician,Male,84906,Black,Married,Fully Meets,4,high
1023,Nickolas,Davila,09-Nov-18,10-Oct-21,Shared Services Manager,Debra Morales,nickolas.davila@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Voluntary,Each wish foot person morning per significant.,Software Engineering,General - Con,05-04-1992,MA,Clerk,Male,64122,Hispanic,Divorced,Fully Meets,3,medium
